rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
953,version,n,101091,101.80,0.04,0.00,54543,0.95,17657,23680,2766,6258,4638,18408,12080,15604,142.10,184.12,21.60,49.61,39.20,145.99,99.23,130.26
954,shot,n,101016,101.73,0.05,0.02,49223,0.98,12295,10022,20279,11365,12854,15806,16184,2211,98.95,77.92,158.34,90.10,108.64,125.35,132.94,18.46
955,hate,v,100757,101.46,0.05,0.02,50169,0.97,17296,13548,31599,9010,17161,5967,4760,1416,139.20,105.34,246.72,71.43,145.04,47.32,39.10,11.82
956,reality,n,100700,101.41,0.05,0.01,53991,0.96,19908,18160,4494,11219,5798,13394,9673,18054,160.22,141.20,35.09,88.94,49.00,106.22,79.45,150.71
957,visit,v,100463,101.17,0.05,0.00,64009,0.97,13581,14249,7175,8906,12176,17809,17146,9421,109.30,110.79,56.02,70.61,102.91,141.24,140.84,78.65
958,club,n,100411,101.12,0.32,0.02,43022,0.96,9380,9435,13343,7046,9305,18269,25934,7699,75.49,73.36,104.18,55.86,78.64,144.89,213.02,64.27
959,justice,n,100360,101.07,0.39,0.01,39144,0.95,10876,14656,5800,20268,3736,10968,17007,17049,87.53,113.95,45.29,160.68,31.57,86.98,139.70,142.32
960,river,n,100270,100.97,0.46,0.01,35612,0.95,5939,9498,6668,6474,18549,22273,18725,12144,47.80,73.85,52.06,51.33,156.77,176.64,153.81,101.38
961,brain,n,100235,100.94,0.08,0.02,38205,0.97,12606,15720,15760,9167,12002,20293,6092,8595,101.45,122.23,123.05,72.68,101.43,160.94,50.04,71.75
962,memory,n,100235,100.94,0.06,0.01,48301,0.97,10500,12708,10101,8003,19557,14509,9505,15352,84.50,98.81,78.87,63.45,165.29,115.07,78.07,128.16
963,rock,n,100028,100.73,0.23,0.02,42763,0.97,8066,11293,12670,8161,18882,19730,15824,5402,64.92,87.81,98.93,64.70,159.58,156.47,129.98,45.10
964,talk,n,99986,100.69,0.11,0.05,60475,0.97,11950,11476,11911,24666,9388,10217,15315,5063,96.17,89.23,93.00,195.55,79.34,81.03,125.80,42.27
965,camera,n,99855,100.56,0.07,0.03,37790,0.96,11066,10208,12573,22621,13398,15372,8394,6223,89.06,79.37,98.17,179.34,113.23,121.91,68.95,51.95
966,global,j,99848,100.55,0.18,0.01,38124,0.94,18175,18416,1645,6756,1085,16905,11343,25523,146.27,143.19,12.84,53.56,9.17,134.07,93.17,213.06
967,various,j,99838,100.54,0.04,0.00,59195,0.94,14497,16657,1166,6699,6590,13094,9128,32007,116.67,129.51,9.10,53.11,55.70,103.85,74.98,267.19
968,arrive,v,99819,100.52,0.02,0.00,62529,0.97,8386,11344,8280,9250,21504,16339,16846,7870,67.49,88.20,64.65,73.33,181.74,129.58,138.37,65.70
969,notice,v,99709,100.41,0.05,0.00,59214,0.96,15376,14129,11630,8480,28400,10545,6324,4825,123.75,109.86,90.81,67.23,240.02,83.63,51.95,40.28
970,bit,r,99520,100.22,0.01,0.00,62496,0.97,20425,14948,13547,18715,12350,9913,7688,1934,164.38,116.22,105.77,148.37,104.38,78.62,63.15,16.14
971,detail,n,99477,100.18,0.05,0.01,62591,0.97,14320,16045,6227,11697,8935,17156,11865,13232,115.25,124.75,48.62,92.73,75.51,136.06,97.46,110.46
972,challenge,n,99455,100.15,0.06,0.01,56680,0.95,13242,12611,5160,11012,2660,15135,14930,24705,106.57,98.05,40.29,87.30,22.48,120.03,122.64,206.24
973,argument,n,99403,100.10,0.02,0.00,41501,0.94,24568,20618,2847,13778,4366,7388,7213,18625,197.72,160.31,22.23,109.23,36.90,58.59,59.25,155.48
974,lot,r,99278,99.98,0.01,0.01,63995,0.96,16561,11581,18791,24949,7474,8900,9513,1509,133.28,90.05,146.72,197.80,63.17,70.58,78.14,12.60
975,nobody,p,99029,99.72,0.40,0.01,53615,0.97,10060,8397,29907,17928,15759,7292,8006,1696,80.96,65.29,233.51,142.13,133.19,57.83,65.76,14.16
976,weapon,n,98828,99.52,0.04,0.01,35902,0.96,9046,12516,14635,22195,8904,9940,12831,8761,72.80,97.31,114.27,175.96,75.25,78.83,105.40,73.14
977,best,r,98807,99.50,0.12,0.01,68176,0.98,16146,15150,8703,8843,7680,17155,13493,11637,129.94,117.79,67.95,70.11,64.91,136.05,110.83,97.14
978,station,n,98720,99.41,0.14,0.02,43970,0.97,10287,10689,11425,12294,16278,11181,19719,6847,82.79,83.11,89.21,97.47,137.57,88.67,161.97,57.16
979,island,n,98596,99.29,0.49,0.01,36301,0.97,9254,10918,8506,8621,12352,20033,16341,12571,74.48,84.89,66.41,68.35,104.39,158.88,134.23,104.94
980,absolutely,r,98574,99.27,0.30,0.01,56306,0.93,15038,11767,14781,38528,5621,5529,5285,2025,121.03,91.49,115.41,305.45,47.51,43.85,43.41,16.90
981,instead,r,98540,99.23,0.44,0.00,68365,0.97,15889,15494,4035,5685,14719,16973,12729,13016,127.88,120.47,31.51,45.07,124.40,134.61,104.56,108.66
982,discussion,n,98359,99.05,0.09,0.02,51754,0.93,18827,16127,1817,10738,2913,6559,8898,32480,151.52,125.39,14.19,85.13,24.62,52.02,73.09,271.14
983,instead,i,98231,98.92,0.21,0.00,66518,0.97,19857,17574,6050,8256,11018,15689,11695,8092,159.81,136.64,47.24,65.45,93.12,124.43,96.06,67.55
984,affect,v,98073,98.76,0.01,0.00,56853,0.95,13128,15465,3619,11821,2745,12622,10434,28239,105.65,120.24,28.26,93.72,23.20,100.10,85.71,235.74
985,design,v,97967,98.66,0.03,0.00,57017,0.95,12353,14119,3584,6009,3766,20887,12264,24985,99.42,109.78,27.98,47.64,31.83,165.65,100.74,208.57
986,little,d,97858,98.55,0.08,0.01,68300,0.98,12939,12744,7901,8543,11184,15474,13529,15544,104.13,99.09,61.69,67.73,94.52,122.72,111.13,129.76
987,anyway,r,97831,98.52,0.28,0.01,54639,0.97,15801,11353,28238,11166,20640,5373,4065,1195,127.17,88.27,220.48,88.52,174.44,42.61,33.39,9.98
988,respond,v,97750,98.44,0.02,0.00,60492,0.97,13483,13272,3993,13504,8355,12839,12897,19407,108.51,103.19,31.18,107.06,70.61,101.82,105.94,162.01
989,control,v,97504,98.19,0.04,0.01,55599,0.97,13796,14860,8036,10015,5343,14369,10323,20762,111.03,115.54,62.74,79.40,45.16,113.96,84.79,173.32
990,trouble,n,97439,98.12,0.05,0.01,61394,0.98,9309,9853,22708,14041,16065,11063,10876,3524,74.92,76.61,177.30,111.32,135.77,87.74,89.34,29.42
991,conversation,n,97193,97.88,0.03,0.00,54505,0.97,15021,13325,7712,18389,14447,10273,10086,7940,120.89,103.61,60.21,145.79,122.10,81.47,82.85,66.28
992,manage,v,97135,97.82,0.02,0.00,62573,0.97,15370,14267,5506,6936,15688,15040,12424,11904,123.70,110.93,42.99,54.99,132.59,119.28,102.05,99.37
993,close,r,97117,97.80,0.04,0.01,64919,0.97,11060,11174,9415,10024,23741,13548,11718,6451,89.01,86.88,73.51,79.47,200.65,107.45,96.25,53.85
994,date,n,97094,97.78,0.08,0.01,52530,0.98,11657,18223,18363,8172,7971,12100,10402,10206,93.82,141.69,143.38,64.79,67.37,95.96,85.44,85.20
995,public,n,97031,97.71,0.05,0.00,53626,0.96,13503,14720,2730,17246,1992,12216,17787,16837,108.67,114.45,21.32,136.73,16.84,96.88,146.10,140.55
996,army,n,97025,97.71,0.49,0.01,36060,0.96,7747,12156,8499,13878,8874,16850,18072,10949,62.35,94.52,66.36,110.02,75.00,133.63,148.45,91.40
997,top,j,96997,97.68,0.12,0.02,61807,0.95,13197,13002,4567,12063,5599,18916,24454,5199,106.21,101.09,35.66,95.64,47.32,150.02,200.87,43.40
998,post,v,96926,97.61,0.33,0.00,33033,0.86,38922,39621,1730,2887,1331,4180,6628,1627,313.25,308.06,13.51,22.89,11.25,33.15,54.44,13.58
999,charge,n,96872,97.55,0.03,0.01,52542,0.96,9565,11908,10366,16945,6529,12858,21458,7243,76.98,92.59,80.94,134.34,55.18,101.97,176.26,60.46
1000,seat,n,96853,97.53,0.02,0.01,46829,0.96,8852,9681,12262,9904,24359,11987,15790,4018,71.24,75.27,95.74,78.52,205.87,95.07,129.70,33.54
1001,assume,v,96840,97.52,0.06,0.00,56459,0.97,18791,16728,8333,8562,8740,10321,6298,19067,151.23,130.06,65.06,67.88,73.87,81.85,51.73,159.17
1002,writer,n,96279,96.96,0.08,0.01,47391,0.96,16595,16316,3782,8134,6824,14212,16320,14096,133.56,126.86,29.53,64.49,57.67,112.71,134.05,117.67
1003,perform,v,96202,96.88,0.02,0.00,51709,0.95,10733,15259,4271,7135,4853,13646,12818,27487,86.38,118.64,33.35,56.57,41.02,108.22,105.29,229.46
1004,credit,n,95981,96.66,0.10,0.01,43221,0.96,15980,19417,6421,11405,4020,13331,16775,8632,128.61,150.97,50.13,90.42,33.98,105.73,137.79,72.06
1005,green,j,95937,96.61,0.27,0.01,48582,0.96,10666,9988,7764,5449,20035,20072,15643,6320,85.84,77.66,60.62,43.20,169.33,159.19,128.49,52.76
1006,marriage,n,95885,96.56,0.07,0.00,32829,0.97,15352,15858,8537,12055,9559,13223,10286,11015,123.55,123.30,66.66,95.57,80.79,104.87,84.49,91.95
1007,operation,n,95878,96.55,0.11,0.00,46756,0.96,9447,13718,6088,12636,4259,13511,18639,17580,76.03,106.66,47.53,100.18,35.99,107.15,153.10,146.76
1008,indeed,r,95860,96.53,0.40,0.00,54826,0.96,13759,14951,4267,10441,8550,13743,7519,22630,110.73,116.25,33.32,82.78,72.26,108.99,61.76,188.91
1009,sleep,v,95600,96.27,0.05,0.01,45378,0.95,7241,9495,27541,7110,27158,9281,5434,2340,58.28,73.83,215.04,56.37,229.53,73.61,44.64,19.53
1010,necessary,j,95580,96.25,0.01,0.00,57769,0.95,13757,17898,5104,7041,5800,11243,8739,25998,110.72,139.16,39.85,55.82,49.02,89.17,71.78,217.03
1011,reveal,v,95401,96.07,0.02,0.01,56002,0.95,9943,14419,3024,6687,10945,16507,8339,25537,80.02,112.11,23.61,53.01,92.50,130.91,68.50,213.18
1012,agent,n,95371,96.04,0.16,0.02,37487,0.98,8534,12897,15464,10528,8340,11061,17750,10797,68.68,100.28,120.74,83.47,70.49,87.72,145.80,90.13
1013,access,n,95371,96.04,0.07,0.01,48439,0.95,13188,16390,4736,7958,2957,13337,14453,22352,106.14,127.44,36.98,63.09,24.99,105.77,118.72,186.59
1014,bar,n,95305,95.97,0.13,0.02,43831,0.97,9423,9863,13635,6804,20132,14400,14582,6466,75.84,76.69,106.46,53.94,170.15,114.20,119.78,53.98
1015,debate,n,95244,95.91,0.03,0.00,40461,0.93,18553,14223,1514,24772,1168,8632,12452,13930,149.32,110.59,11.82,196.39,9.87,68.46,102.28,116.29
1016,leg,n,95185,95.85,0.03,0.01,43504,0.93,5999,7196,13407,5782,34858,17163,7399,3381,48.28,55.95,104.68,45.84,294.60,136.12,60.78,28.22
1017,contain,v,95143,95.81,0.01,0.00,52654,0.94,10407,19939,2727,4015,6395,19017,8613,24030,83.76,155.03,21.29,31.83,54.05,150.82,70.75,200.60
1018,beat,v,94941,95.61,0.07,0.01,53471,0.98,11753,10185,16856,11160,11644,13006,18402,1937,94.59,79.19,131.61,88.48,98.41,103.15,151.16,16.17
1019,cool,j,94920,91.40,0.13,0.01,48400,0.97,11097,8999,28848,7668,11711,13887,7075,1482,89.31,69.97,225.24,60.79,98.98,110.13,58.11,12.37
1020,democratic,j,94862,95.53,0.72,0.01,34685,0.93,11956,11634,557,26715,471,10359,18060,15110,96.22,90.46,4.35,211.80,3.98,82.15,148.35,126.14
1021,cold,j,94856,95.52,0.15,0.01,50948,0.96,8206,9384,12470,8575,24948,15233,8738,7302,66.04,72.96,97.37,67.98,210.85,120.81,71.77,60.96
1022,glass,n,94803,95.47,0.04,0.01,42772,0.92,6219,6996,9725,4785,38014,16223,8742,4099,50.05,54.40,75.93,37.94,321.28,128.66,71.81,34.22
1023,improve,v,94764,95.43,0.02,0.00,55843,0.94,14679,14188,1873,6160,2186,15619,14327,25732,118.14,110.32,14.62,48.84,18.47,123.87,117.68,214.81
1024,adult,n,94547,95.21,0.06,0.01,43865,0.95,11473,13296,4021,7792,5262,14531,13145,25027,92.34,103.38,31.40,61.77,44.47,115.24,107.97,208.92
1025,trade,n,94509,95.17,0.18,0.01,38118,0.94,10203,11452,2868,12453,3232,14531,18464,21306,82.11,89.04,22.39,98.73,27.32,115.24,151.67,177.86
1026,religious,j,94485,95.15,0.06,0.00,29761,0.93,14646,14312,2104,7248,2754,13635,10248,29538,117.87,111.28,16.43,57.46,23.28,108.14,84.18,246.58
1027,head,v,94408,95.07,0.04,0.01,61720,0.97,9274,8635,13476,11623,20021,13417,14804,3158,74.64,67.14,105.22,92.15,169.21,106.41,121.60,26.36
1028,review,n,94364,95.03,0.24,0.01,41286,0.92,15526,21740,1681,4888,2603,8218,10030,29678,124.95,169.03,13.13,38.75,22.00,65.18,82.39,247.75
1029,kind,r,94334,95.00,0.04,0.01,48496,0.91,8554,6099,24960,38913,4218,4089,6818,683,68.84,47.42,194.89,308.50,35.65,32.43,56.00,5.70
1030,address,v,94155,94.82,0.02,0.00,52421,0.94,13528,14119,1689,10102,3971,9109,10400,31237,108.87,109.78,13.19,80.09,33.56,72.24,85.43,260.76
1031,association,n,94100,94.76,0.61,0.01,46303,0.92,7299,10613,1084,5719,1447,13329,21969,32640,58.74,82.52,8.46,45.34,12.23,105.71,180.46,272.48
1032,measure,n,93952,94.61,0.04,0.00,41586,0.90,8920,12326,1256,5903,2622,9297,11701,41927,71.79,95.84,9.81,46.80,22.16,73.73,96.11,350.00
1033,stock,n,93809,94.47,0.07,0.01,31533,0.92,10184,9921,2916,11112,3345,25359,24734,6238,81.96,77.14,22.77,88.10,28.27,201.12,203.17,52.07
1034,gas,n,93763,94.42,0.07,0.01,33596,0.97,15043,13237,8119,9122,7434,15640,14130,11038,121.07,102.92,63.39,72.32,62.83,124.04,116.07,92.14
1035,deep,j,93753,94.41,0.07,0.01,58826,0.97,10529,11744,6419,6741,20855,16830,10385,10250,84.74,91.31,50.12,53.44,176.26,133.47,85.30,85.57
1036,lawyer,n,93526,94.18,0.06,0.01,37278,0.96,7225,7970,12070,17161,7313,9931,20474,11382,58.15,61.97,94.24,136.05,61.81,78.76,168.18,95.02
1037,production,n,93507,94.16,0.06,0.00,38272,0.94,13891,14271,2065,4839,1998,14331,15035,27077,111.80,110.96,16.12,38.36,16.89,113.66,123.50,226.04
1038,relate,v,93433,94.09,0.02,0.00,49803,0.91,12492,16026,2661,6472,2434,8032,6712,38604,100.54,124.61,20.78,51.31,20.57,63.70,55.13,322.26
1039,middle,j,93428,94.08,0.48,0.01,43858,0.95,15007,15368,2607,14892,4252,9546,12261,19495,120.78,119.49,20.36,118.06,35.94,75.71,100.71,162.74
1040,management,n,93289,93.94,0.21,0.01,38942,0.92,11981,12374,1546,4211,1398,13739,14904,33136,96.42,96.21,12.07,33.38,11.82,108.96,122.42,276.62
1041,original,j,93230,93.89,0.05,0.01,53362,0.96,15918,19756,4893,5835,4905,14633,10641,16649,128.11,153.61,38.20,46.26,41.45,116.05,87.41,138.98
1042,victim,n,93207,93.86,0.05,0.01,39686,0.97,10997,11086,12650,17272,5421,10377,15764,9640,88.50,86.20,98.77,136.93,45.82,82.30,129.49,80.47
1043,cancer,n,93157,93.81,0.13,0.01,24507,0.94,10971,11771,5347,12656,3261,24943,12240,11968,88.30,91.52,41.75,100.34,27.56,197.82,100.54,99.91
1044,speech,n,92837,93.49,0.04,0.00,38111,0.95,13253,12782,5294,18368,5191,9060,10846,18043,106.66,99.38,41.34,145.62,43.87,71.85,89.09,150.62
1045,particular,j,92775,93.43,0.01,0.00,53313,0.94,13952,15155,2624,11879,5982,10307,5408,27468,112.29,117.83,20.49,94.18,50.56,81.74,44.42,229.30
1046,trial,n,92762,93.41,0.05,0.00,33326,0.95,7113,10136,7133,21028,3561,11129,17413,15249,57.25,78.81,55.69,166.71,30.10,88.26,143.03,127.30
1047,none,p,92729,93.38,0.32,0.01,61496,0.99,12679,12899,13869,9050,14902,10046,10961,8335,102.04,100.29,108.29,71.75,125.94,79.67,90.03,69.58
1048,item,n,92545,93.14,0.05,0.00,38010,0.93,12460,16438,2528,4879,4055,10143,9377,32614,100.28,127.81,19.74,38.68,34.27,80.44,77.02,272.26
1049,weight,n,92516,93.17,0.06,0.01,40508,0.95,11853,12347,5219,6735,10841,24589,7526,13406,95.39,96.00,40.75,53.39,91.62,195.01,61.82,111.91
1050,tomorrow,r,92490,93.16,0.15,0.01,45766,0.95,6386,5338,36157,22978,13056,3766,3585,1245,51.39,41.50,282.31,182.17,110.34,29.87,29.45,10.39
1051,step,v,92268,92.92,0.08,0.01,56262,0.95,9095,8453,12271,10515,29096,9458,10261,3119,73.20,65.72,95.81,83.36,245.91,75.01,84.28,26.04
1052,positive,j,92223,92.87,0.04,0.00,47149,0.93,13064,12690,4381,8788,1995,9463,8186,33656,105.14,98.67,34.21,69.67,16.86,75.05,67.24,280.96
1053,form,v,92198,92.85,0.03,0.00,55002,0.96,9674,15013,3259,4805,9171,19054,10490,20732,77.86,116.73,25.45,38.09,77.51,151.11,86.17,173.07
1054,citizen,n,92182,92.83,0.12,0.01,42460,0.95,16367,18629,3664,10992,3316,9061,14845,15308,131.72,144.85,28.61,87.14,28.03,71.86,121.94,127.79
1055,study,v,92101,92.75,0.03,0.00,53791,0.97,8776,10315,6568,6402,14630,15247,10114,20049,70.63,80.20,51.28,50.75,123.65,120.92,83.08,167.37
1056,trip,n,91830,92.48,0.04,0.01,50589,0.98,10837,9753,11155,9858,11980,16456,16524,5267,87.22,75.83,87.10,78.15,101.25,130.51,135.73,43.97
1057,establish,v,91776,92.42,0.03,0.00,50913,0.93,9813,15697,2208,5231,2921,13058,10025,32823,78.98,122.05,17.24,41.47,24.69,103.56,82.35,274.00
1058,executive,n,91696,92.34,0.14,0.01,47471,0.92,8629,11365,1601,10353,1752,15268,34423,8305,69.45,88.37,12.50,82.08,14.81,121.09,282.75,69.33
1059,politics,n,91621,92.26,0.11,0.01,42034,0.95,13139,11182,2217,20334,2336,10816,12583,19014,105.74,86.94,17.31,161.21,19.74,85.78,103.36,158.73
1060,stick,v,91597,92.24,0.06,0.01,59747,0.98,12941,10384,18981,9909,17812,11315,8271,1984,104.15,80.74,148.20,78.56,150.54,89.74,67.94,16.56
1061,customer,n,91563,92.21,0.06,0.01,35072,0.95,20129,13951,4222,5574,5746,16038,19255,6648,162.00,108.47,32.97,44.19,48.56,127.19,158.16,55.50
1062,manager,n,91527,92.17,0.10,0.01,44787,0.94,10159,10306,4798,6053,4633,16354,29024,10200,81.76,80.13,37.46,47.99,39.16,129.70,238.41,85.15
1063,rather,i,91475,92.12,0.07,0.00,55943,0.94,15429,14974,756,5268,3886,14404,9560,27198,124.17,116.43,5.90,41.76,32.84,114.23,78.53,227.05
1064,publish,v,91441,92.08,0.04,0.00,50234,0.95,15111,18057,1642,5391,4070,16889,11098,19183,121.61,140.40,12.82,42.74,34.40,133.94,91.16,160.14
1065,popular,j,91435,92.08,0.06,0.01,56261,0.96,12820,13675,3162,9400,3252,16851,14598,17677,103.18,106.33,24.69,74.52,27.48,133.64,119.91,147.57
1066,sing,v,91395,92.04,0.14,0.03,35339,0.97,5765,8421,16346,19386,16141,9360,8687,7289,46.40,65.48,127.63,153.69,136.42,74.23,71.36,60.85
1067,ahead,r,91325,91.97,0.04,0.01,55309,0.95,7079,6254,18334,28874,12452,8622,7423,2287,56.97,48.63,143.15,228.91,105.24,68.38,60.97,19.09
1068,conference,n,91185,91.83,0.24,0.01,43727,0.96,12223,13149,3053,11522,3668,10983,21291,15296,98.37,102.24,23.84,91.35,31.00,87.10,174.89,127.69
1069,total,j,91071,91.71,0.15,0.03,48286,0.95,11864,14108,4559,5129,2932,16458,11049,24972,95.48,109.69,35.60,40.66,24.78,130.52,90.76,208.46
1070,discover,v,90959,91.60,0.03,0.00,58775,0.97,11526,14211,6087,7842,11310,19006,9669,11308,92.76,110.49,47.53,62.17,95.59,150.73,79.42,94.40
1071,fast,r,90956,91.60,0.07,0.01,57118,0.98,10856,10871,16770,7926,16804,14894,9082,3753,87.37,84.52,130.94,62.84,142.02,118.12,74.60,31.33
1072,base,n,90915,91.55,0.08,0.01,48403,0.97,11758,12022,5415,10397,7309,15124,16461,12429,94.63,93.47,42.28,82.43,61.77,119.95,135.21,103.76
1073,direction,n,90826,91.46,0.04,0.00,56444,0.97,11468,12707,4724,8801,15154,13098,9236,15638,92.30,98.80,36.88,69.77,128.07,103.88,75.87,130.54
1074,sunday,n,90771,91.41,0.00,0.00,429,0.84,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1075,maintain,v,90737,91.37,0.03,0.00,56399,0.95,12041,13803,2415,5592,4064,15522,11335,25965,96.91,107.32,18.86,44.33,34.35,123.10,93.11,216.75
1076,past,n,90674,91.31,0.02,0.00,56548,0.98,12655,13255,6902,11954,8136,11213,11806,14753,101.85,103.06,53.89,94.77,68.76,88.93,96.98,123.16
1077,majority,n,90548,91.18,0.06,0.00,47961,0.95,17149,15868,867,13681,1008,9781,12621,19573,138.02,123.38,6.77,108.46,8.52,77.57,103.67,163.39
1078,peace,n,90518,91.15,0.17,0.01,39579,0.96,10620,14038,9088,16355,6857,9851,12364,11345,85.47,109.15,70.96,129.66,57.95,78.13,101.56,94.71
1079,dinner,n,90516,91.15,0.08,0.01,44737,0.97,6758,6752,22764,6503,18988,13192,13783,1776,54.39,52.50,177.74,51.56,160.48,104.62,113.21,14.83
1080,partner,n,90455,90.98,0.07,0.01,44212,0.98,10726,11208,12364,6784,6228,14614,14218,14203,86.32,87.14,96.54,53.78,52.64,115.90,116.79,118.57
1081,user,n,90342,90.98,0.07,0.00,26764,0.91,21047,26303,588,2024,657,14563,7997,17163,169.39,204.51,4.59,16.05,5.55,115.50,65.69,143.28
1082,above,i,90318,90.95,0.06,0.01,56249,0.96,9818,11652,4283,5403,22492,16321,9287,11062,79.02,90.60,33.44,42.83,190.09,129.44,76.28,92.34
1083,fly,v,90236,90.87,0.05,0.01,48108,0.97,7788,8844,14769,12199,18661,13536,11663,2776,62.68,68.76,115.32,96.71,157.71,107.35,95.80,23.17
1084,bag,n,90234,90.87,0.04,0.01,40672,0.95,8174,6888,15497,6765,25106,15713,9256,2835,65.78,53.56,121.00,53.63,212.18,124.62,76.03,23.67
1085,therefore,r,89981,90.61,0.31,0.00,43996,0.91,13818,20376,2221,6238,3025,6996,2808,34499,111.21,158.43,17.34,49.45,25.57,55.48,23.07,287.99
1086,rich,j,89706,90.34,0.09,0.01,50306,0.98,14459,14809,9167,8410,9552,14577,10657,8075,116.37,115.14,71.58,66.67,80.73,115.61,87.54,67.41
1087,individual,j,89686,90.32,0.05,0.00,46503,0.92,11194,14130,931,5562,1742,11020,9041,36066,90.09,109.86,7.27,44.10,14.72,87.40,74.26,301.08
1088,tough,j,89612,90.24,0.05,0.01,58221,0.96,10277,8400,12143,22080,5089,12702,16889,2032,82.71,65.31,94.81,175.05,43.01,100.74,138.73,16.96
1089,owner,n,89612,90.24,0.05,0.01,46468,0.95,13760,13255,3957,7006,6086,14150,25168,6230,110.74,103.06,30.90,55.54,51.44,112.22,206.73,52.01
1090,shall,v,89582,90.21,0.07,0.01,25665,0.87,8306,43996,15321,2753,7840,2724,1665,6977,66.85,342.08,119.63,21.83,66.26,21.60,13.68,58.24
1091,inside,i,89494,90.12,0.11,0.01,55075,0.96,7925,8783,9066,12408,23356,12739,10418,4799,63.78,68.29,70.79,98.37,197.39,101.03,85.57,40.06
1092,voter,n,89245,89.87,0.07,0.01,26600,0.92,21347,18218,663,18812,284,7570,19131,3220,171.80,141.65,5.18,149.14,2.40,60.04,157.14,26.88
1093,tool,n,89236,89.86,0.07,0.01,44127,0.94,16207,16033,3959,4307,4374,16617,6518,21221,130.43,124.66,30.91,34.15,36.97,131.79,53.54,177.15
1094,june,n,89233,89.86,0.00,0.00,218,0.72,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1095,far,j,89074,89.70,0.10,0.01,59361,0.97,10996,13172,5116,6833,13175,11744,8257,19781,88.50,102.42,39.95,54.17,111.35,93.14,67.82,165.13
1096,may,n,88994,89.62,1.00,0.02,44171,0.72,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1097,mountain,n,88984,89.61,0.35,0.01,36851,0.95,6167,8762,6366,5927,15887,22960,16554,6363,49.63,68.13,49.71,46.99,134.27,182.09,135.98,53.12
1098,range,n,88892,89.52,0.06,0.00,48501,0.94,9462,11808,3087,4365,4074,17730,10808,27558,76.15,91.81,24.10,34.61,34.43,140.61,88.78,230.05
1099,coach,n,88826,89.45,0.14,0.01,27413,0.91,11211,8337,5100,4294,3151,10160,38089,8484,90.23,64.82,39.82,34.04,26.63,80.58,312.87,70.82
1100,fear,n,88724,89.35,0.06,0.01,49176,0.98,12617,12121,7262,11083,13899,11241,10096,10405,101.54,94.24,56.70,87.87,117.47,89.15,82.93,86.86
1101,friday,n,88632,89.25,0.99,0.03,47642,0.70,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1102,attorney,n,88616,89.24,0.26,0.01,33813,0.92,6936,10345,5748,24923,2837,8134,24523,5170,55.82,80.43,44.88,197.59,23.98,64.51,201.43,43.16
1103,unless,c,88605,89.23,0.23,0.01,57994,0.98,17350,16774,14314,8723,7943,8720,8230,6551,139.63,130.42,111.76,69.16,67.13,69.16,67.60,54.69
