rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
4413,theology,n,14636,14.74,0.17,0.01,4475,0.86,1932,1741,101,290,213,3540,664,6155,15.55,13.54,0.79,2.30,1.80,28.07,5.45,51.38
4414,terrific,j,14632,14.73,0.11,0.01,11555,0.95,1377,1307,3113,4092,1125,1681,1756,181,11.08,10.16,24.31,32.44,9.51,13.33,14.42,1.51
4415,accent,n,14628,14.73,0.04,0.01,9515,0.93,1105,2045,1540,1244,4190,2139,1577,788,8.89,15.90,12.02,9.86,35.41,16.96,12.95,6.58
4416,invitation,n,14626,14.73,0.04,0.01,11002,0.98,1470,1418,1963,1330,2877,2016,1851,1701,11.83,11.03,15.33,10.54,24.31,15.99,15.20,14.20
4417,reply,n,14613,14.72,0.16,0.01,9652,0.92,4009,3504,262,317,3097,1081,1393,950,32.26,27.24,2.05,2.51,26.17,8.57,11.44,7.93
4418,israeli,n,14606,14.71,0.99,0.00,4701,0.89,2571,1921,235,4353,268,1093,2401,1764,20.69,14.94,1.83,34.51,2.27,8.67,19.72,14.73
4419,liar,n,14604,14.71,0.15,0.02,9054,0.96,2971,2398,4390,1881,1537,623,632,172,23.91,18.65,34.28,14.91,12.99,4.94,5.19,1.44
4420,oversee,v,14601,14.70,0.01,0.00,12139,0.93,1283,1792,426,1402,535,2532,5148,1483,10.33,13.93,3.33,11.12,4.52,20.08,42.29,12.38
4421,awkward,j,14591,14.69,0.05,0.01,11426,0.96,1936,2182,2174,1161,3448,1851,1227,612,15.58,16.97,16.97,9.20,29.14,14.68,10.08,5.11
4422,registration,n,14577,14.68,0.18,0.01,7654,0.92,2295,3434,788,694,414,1618,3435,1899,18.47,26.70,6.15,5.50,3.50,12.83,28.22,15.85
4423,suburban,j,14577,14.68,0.15,0.02,9845,0.93,1253,1185,309,1440,1269,2328,4974,1819,10.08,9.21,2.41,11.42,10.72,18.46,40.86,15.18
4424,handle,n,14576,14.68,0.03,0.01,10287,0.94,1323,1315,1481,977,4168,3568,1164,580,10.65,10.22,11.56,7.75,35.23,28.30,9.56,4.84
4425,momentum,n,14567,14.67,0.04,0.00,10318,0.95,2308,2077,386,2083,970,2056,2502,2185,18.57,16.15,3.01,16.51,8.20,16.31,20.55,18.24
4426,instantly,r,14557,14.66,0.07,0.00,11712,0.95,2099,2257,694,1038,4069,2584,1255,561,16.89,17.55,5.42,8.23,34.39,20.49,10.31,4.68
4427,clerk,n,14547,14.65,0.18,0.05,7608,0.93,1169,2136,1234,1386,3597,1412,2742,871,9.41,16.61,9.64,10.99,30.40,11.20,22.52,7.27
4428,chin,n,14538,14.64,0.05,0.01,9860,0.86,652,827,1384,613,8806,1327,536,393,5.25,6.43,10.81,4.86,74.42,10.52,4.40,3.28
4429,hockey,n,14536,14.64,0.19,0.02,5685,0.93,1960,1462,1723,1020,799,1725,4675,1172,15.77,11.37,13.45,8.09,6.75,13.68,38.40,9.78
4430,laser,n,14523,14.63,0.12,0.02,5697,0.93,1130,1614,1570,807,1665,3802,1161,2774,9.09,12.55,12.26,6.40,14.07,30.15,9.54,23.16
4431,proposition,n,14515,14.62,0.28,0.01,8048,0.94,2324,2470,645,1117,492,1439,2536,3492,18.70,19.20,5.04,8.86,4.16,11.41,20.83,29.15
4432,rob,v,14506,14.61,0.07,0.01,9843,0.98,1688,1676,4054,1596,1706,1214,1956,616,13.59,13.03,31.65,12.65,14.42,9.63,16.07,5.14
4433,beam,n,14505,14.61,0.07,0.01,7257,0.93,754,1250,1545,405,4123,2712,1048,2668,6.07,9.72,12.06,3.21,34.85,21.51,8.61,22.27
4434,ancestor,n,14501,14.60,0.03,0.00,7634,0.95,1656,2476,1374,567,1951,2413,999,3065,13.33,19.25,10.73,4.50,16.49,19.14,8.21,25.59
4435,creativity,n,14474,14.58,0.08,0.00,8559,0.92,2484,2383,343,564,380,2302,1299,4719,19.99,18.53,2.68,4.47,3.21,18.26,10.67,39.39
4436,verse,n,14470,14.57,0.12,0.01,6907,0.92,2417,4991,691,603,1489,1118,781,2380,19.45,38.81,5.40,4.78,12.58,8.87,6.42,19.87
4437,casual,j,14469,14.57,0.07,0.01,10638,0.95,2034,1818,897,773,2289,2866,2337,1455,16.37,14.14,7.00,6.13,19.35,22.73,19.20,12.15
4438,objection,n,14466,14.57,0.22,0.00,8338,0.96,1754,2750,2569,1586,1026,1188,1467,2126,14.12,21.38,20.06,12.57,8.67,9.42,12.05,17.75
4439,clever,j,14465,14.57,0.07,0.01,11360,0.98,2359,2171,2613,974,2587,1991,1089,681,18.99,16.88,20.40,7.72,21.86,15.79,8.95,5.68
4440,given,c,14460,14.56,0.35,0.00,11429,0.93,3318,2584,273,1215,498,1689,1181,3705,26.70,20.09,2.13,9.63,4.21,13.40,9.70,30.93
4441,shove,v,14456,14.56,0.04,0.01,10675,0.90,1424,1275,2082,764,6775,1008,913,215,11.46,9.91,16.26,6.06,57.26,7.99,7.50,1.79
4442,revolutionary,j,14456,14.56,0.26,0.00,9002,0.94,1690,2283,556,1276,628,2486,1751,3786,13.60,17.75,4.34,10.12,5.31,19.72,14.38,31.61
4443,carbohydrate,n,14454,14.56,0.11,0.06,4095,0.84,1509,1162,282,431,124,7433,3145,368,12.14,9.03,2.20,3.42,1.05,58.95,25.83,3.07
4444,steam,n,14454,14.56,0.17,0.04,8894,0.95,1799,1598,1091,926,3134,2583,1603,1720,14.48,12.42,8.52,7.34,26.49,20.49,13.17,14.36
4445,reportedly,r,14446,14.55,0.03,0.00,11426,0.90,1628,1967,132,2604,128,3606,3207,1174,13.10,15.29,1.03,20.64,1.08,28.60,26.34,9.80
4446,glance,n,14445,14.55,0.03,0.02,10770,0.88,1043,1283,319,294,7564,1751,1091,1100,8.39,9.98,2.49,2.33,63.93,13.89,8.96,9.18
4447,forehead,n,14437,14.54,0.01,0.00,9803,0.84,520,945,918,383,9470,1127,566,508,4.18,7.35,7.17,3.04,80.04,8.94,4.65,4.24
4448,resume,v,14434,14.54,0.06,0.02,11155,0.96,1521,1854,764,1586,2822,1861,2798,1228,12.24,14.42,5.97,12.57,23.85,14.76,22.98,10.25
4449,slide,n,14433,14.53,0.11,0.01,8071,0.94,1624,1603,973,770,1810,2540,1757,3356,13.07,12.46,7.60,6.10,15.30,20.14,14.43,28.02
4450,sheep,n,14430,14.53,0.08,0.01,7164,0.95,1664,2154,1607,737,2690,2694,1265,1619,13.39,16.75,12.55,5.84,22.73,21.37,10.39,13.52
4451,good,r,14423,14.52,0.05,0.01,12470,0.99,1982,1783,3585,1485,2022,1621,1296,649,15.95,13.86,27.99,11.77,17.09,12.86,10.65,5.42
4452,carpet,n,14417,14.52,0.03,0.00,9376,0.94,1203,1164,1521,1498,4697,2254,1639,441,9.68,9.05,11.88,11.88,39.70,17.88,13.46,3.68
4453,cloth,n,14408,14.51,0.03,0.01,8217,0.92,1248,1145,586,402,4838,2450,957,2782,10.04,8.90,4.58,3.19,40.89,19.43,7.86,23.22
4454,interior,n,14401,14.50,0.18,0.01,9484,0.94,1072,1313,439,656,2221,3999,2382,2319,8.63,10.21,3.43,5.20,18.77,31.72,19.57,19.36
4455,full-time,j,14401,14.50,0.02,0.00,10092,0.95,1738,1831,595,1222,626,2629,3213,2547,13.99,14.24,4.65,9.69,5.29,20.85,26.39,21.26
4456,running,n,14396,14.50,0.05,0.01,11684,0.98,2187,1770,2271,1541,1897,1917,2196,617,17.60,13.76,17.73,12.22,16.03,15.20,18.04,5.15
4457,questionnaire,n,14392,14.49,0.14,0.00,4452,0.78,347,878,173,237,139,581,404,11633,2.79,6.83,1.35,1.88,1.17,4.61,3.32,97.11
4458,compromise,v,14391,14.49,0.02,0.00,11232,0.97,2256,2194,1529,2088,702,1866,1515,2241,18.16,17.06,11.94,16.55,5.93,14.80,12.44,18.71
4459,departure,n,14389,14.49,0.04,0.00,10990,0.96,1275,1879,611,1058,1710,2164,3144,2548,10.26,14.61,4.77,8.39,14.45,17.16,25.83,21.27
4460,behalf,i,14387,14.49,0.01,0.00,11434,0.96,1882,2436,1129,2181,478,1702,2351,2228,15.15,18.94,8.82,17.29,4.04,13.50,19.31,18.60
4461,graph,n,14381,14.48,0.37,0.28,5795,0.88,2355,2547,168,199,392,1859,750,6111,18.95,19.80,1.31,1.58,3.31,14.74,6.16,51.01
4462,diplomatic,j,14381,14.48,0.04,0.00,8242,0.93,1415,1876,596,3267,579,1451,2188,3009,11.39,14.59,4.65,25.90,4.89,11.51,17.97,25.12
4463,thief,n,14374,14.47,0.13,0.01,7941,0.97,1336,1834,3583,1154,3014,1291,1550,612,10.75,14.26,27.98,9.15,25.47,10.24,12.73,5.11
4464,herb,n,14373,14.47,0.30,0.03,6749,0.92,1045,1110,1164,1068,1751,4921,2729,585,8.41,8.63,9.09,8.47,14.80,39.03,22.42,4.88
4465,subsidy,n,14371,14.47,0.03,0.00,6159,0.93,2815,2279,79,1486,178,2058,2757,2719,22.66,17.72,0.62,11.78,1.50,16.32,22.65,22.70
4466,cast,n,14354,14.45,0.02,0.01,9803,0.95,1873,2188,785,1608,1124,2893,3049,834,15.07,17.01,6.13,12.75,9.50,22.94,25.04,6.96
4467,fossil,n,14345,14.45,0.04,0.00,4909,0.93,3069,2615,661,678,522,4012,976,1812,24.70,20.33,5.16,5.38,4.41,31.82,8.02,15.13
4468,patrol,n,14342,14.44,0.31,0.01,7834,0.94,846,1285,1723,2355,2025,1836,3661,611,6.81,9.99,13.45,18.67,17.11,14.56,30.07,5.10
4469,pulse,n,14341,14.44,0.13,0.01,8506,0.95,774,1072,2995,725,3194,2517,964,2100,6.23,8.34,23.38,5.75,26.99,19.96,7.92,17.53
4470,mechanic,n,14340,14.44,0.13,0.03,8382,0.96,2310,2023,1009,947,1412,2836,1624,2179,18.59,15.73,7.88,7.51,11.93,22.49,13.34,18.19
4471,cattle,n,14338,14.44,0.06,0.00,6476,0.94,959,1565,990,1010,2204,2503,2204,2903,7.72,12.17,7.73,8.01,18.63,19.85,18.10,24.23
4472,screening,n,14328,14.43,0.07,0.01,6777,0.91,1706,1895,355,1113,369,2229,2572,4089,13.73,14.73,2.77,8.82,3.12,17.68,21.13,34.13
4473,continuing,j,14322,14.42,0.06,0.01,11489,0.94,1534,1777,336,2171,483,1687,2260,4074,12.35,13.82,2.62,17.21,4.08,13.38,18.56,34.01
4474,electoral,j,14322,14.42,0.20,0.00,6110,0.90,3560,2970,116,2128,65,1098,1547,2838,28.65,23.09,0.91,16.87,0.55,8.71,12.71,23.69
4475,supposedly,r,14318,14.42,0.07,0.00,11682,0.97,2898,2504,895,2010,1229,1836,1260,1686,23.32,19.47,6.99,15.94,10.39,14.56,10.35,14.07
4476,dignity,n,14312,14.41,0.05,0.00,9724,0.96,1640,2115,1176,1711,1611,1890,1409,2760,13.20,16.44,9.18,13.56,13.62,14.99,11.57,23.04
4477,prophet,n,14308,14.41,0.36,0.01,5516,0.92,2768,4995,1177,658,976,1535,624,1575,22.28,38.84,9.19,5.22,8.25,12.17,5.13,13.15
4478,commentary,n,14305,14.41,0.14,0.02,10020,0.94,3133,3318,214,921,498,1417,1620,3184,25.21,25.80,1.67,7.30,4.21,11.24,13.31,26.58
4479,sort,v,14299,14.40,0.03,0.01,11301,0.98,1916,2029,1606,1656,2222,1879,1357,1634,15.42,15.78,12.54,13.13,18.78,14.90,11.15,13.64
4480,spread,n,14295,14.40,0.03,0.01,10227,0.96,1524,1768,719,1077,1156,2982,1951,3119,12.27,13.75,5.61,8.54,9.77,23.65,16.03,26.04
4481,serving,n,14291,14.39,0.16,0.14,5221,0.80,532,584,148,263,578,8762,3144,280,4.28,4.54,1.16,2.09,4.88,69.49,25.83,2.34
4482,safely,r,14286,14.39,0.02,0.01,11760,0.98,1774,2181,1390,1511,2191,2503,1476,1260,14.28,16.96,10.85,11.98,18.52,19.85,12.12,10.52
4483,homework,n,14277,14.38,0.05,0.01,8676,0.97,1968,1679,2761,1199,1594,1760,1329,1987,15.84,13.05,21.56,9.51,13.47,13.96,10.92,16.59
4484,allegedly,r,14263,14.36,0.03,0.00,10407,0.92,1729,1867,319,3232,211,2308,3532,1065,13.92,14.52,2.49,25.62,1.78,18.30,29.01,8.89
4485,android,n,14261,14.36,0.86,0.00,3968,0.84,6217,4335,266,91,362,2599,326,65,50.03,33.71,2.08,0.72,3.06,20.61,2.68,0.54
4486,alpha,n,14253,14.35,0.50,0.05,5486,0.89,1416,1298,2750,217,942,1702,567,5361,11.40,10.09,21.47,1.72,7.96,13.50,4.66,44.75
4487,insert,v,14249,14.35,0.08,0.02,9970,0.93,1928,3090,546,616,1709,3248,1265,1847,15.52,24.03,4.26,4.88,14.44,25.76,10.39,15.42
4488,mortality,n,14244,14.34,0.06,0.00,5546,0.85,1032,2160,285,578,388,1721,772,7308,8.31,16.79,2.23,4.58,3.28,13.65,6.34,61.01
4489,contend,v,14242,14.34,0.01,0.00,11002,0.93,1191,1636,173,691,341,2566,4117,3527,9.59,12.72,1.35,5.48,2.88,20.35,33.82,29.44
4490,elephant,n,14238,14.34,0.15,0.01,6188,0.95,1298,1817,1678,1543,2410,2789,1543,1160,10.45,14.13,13.10,12.23,20.37,22.12,12.67,9.68
4491,solely,r,14236,14.34,0.01,0.00,11720,0.94,2787,3027,283,672,576,1804,1434,3653,22.43,23.54,2.21,5.33,4.87,14.31,11.78,30.49
4492,hurt,j,14232,14.33,0.04,0.01,11273,0.98,1679,1384,4561,1577,2291,1129,1337,273,13.51,10.76,35.61,12.50,19.36,8.95,10.98,2.28
4493,continent,n,14230,14.33,0.08,0.00,9035,0.95,1432,2352,770,974,1483,2769,1620,2830,11.52,18.29,6.01,7.72,12.53,21.96,13.31,23.62
4494,attribute,n,14222,14.32,0.02,0.00,6164,0.79,1282,5734,167,231,323,1070,514,4901,10.32,44.58,1.30,1.83,2.73,8.49,4.22,40.91
4495,ecosystem,n,14216,14.32,0.03,0.00,5381,0.86,1672,1863,207,363,234,2693,861,6323,13.46,14.49,1.62,2.88,1.98,21.36,7.07,52.78
4496,leave,n,14202,14.30,0.09,0.01,9645,0.97,1495,2055,2172,1535,2018,1703,2152,1072,12.03,15.98,16.96,12.17,17.06,13.51,17.68,8.95
4497,nearby,r,14195,14.29,0.10,0.00,11982,0.95,1052,1150,930,1044,3872,2726,2690,731,8.47,8.94,7.26,8.28,32.72,21.62,22.10,6.10
4498,olive,j,14192,14.29,0.05,0.00,6367,0.86,765,930,390,765,1211,6031,3754,346,6.16,7.23,3.05,6.06,10.23,47.83,30.84,2.89
4499,syndrome,n,14192,14.29,0.20,0.01,7422,0.94,1699,1975,1036,1512,484,2485,1377,3624,13.67,15.36,8.09,11.99,4.09,19.71,11.31,30.25
4500,minimum,n,14187,14.29,0.03,0.01,10584,0.95,2347,2641,656,927,543,2394,1887,2792,18.89,20.53,5.12,7.35,4.59,18.99,15.50,23.31
4501,catch,n,14181,14.28,0.09,0.01,8994,0.95,1570,1291,1889,843,1738,2136,2489,2225,12.64,10.04,14.75,6.68,14.69,16.94,20.44,18.57
4502,abstract,j,14180,14.28,0.22,0.06,9818,0.91,1584,2727,247,424,855,2004,999,5340,12.75,21.20,1.93,3.36,7.23,15.89,8.21,44.58
4503,accusation,n,14179,14.28,0.02,0.00,9816,0.95,2494,1935,786,2512,1042,1590,2573,1247,20.07,15.05,6.14,19.92,8.81,12.61,21.13,10.41
4504,coming,j,14178,14.28,0.03,0.00,12138,0.96,2727,2308,502,2228,895,2080,2363,1075,21.95,17.95,3.92,17.66,7.56,16.50,19.41,8.97
4505,sock,n,14170,14.27,0.08,0.01,8563,0.94,1453,1065,2620,1258,3997,2415,1068,294,11.69,8.28,20.46,9.97,33.78,19.15,8.77,2.45
4506,pickup,n,14166,14.27,0.04,0.01,8825,0.94,1152,1160,1332,1013,3401,2507,3244,357,9.27,9.02,10.40,8.03,28.74,19.88,26.65,2.98
4507,shuttle,n,14163,14.26,0.14,0.02,5275,0.92,953,1239,1793,2499,2375,2164,2481,659,7.67,9.63,14.00,19.81,20.07,17.16,20.38,5.50
4508,improved,j,14162,14.26,0.08,0.00,10488,0.92,1618,1918,190,413,222,2570,1810,5421,13.02,14.91,1.48,3.27,1.88,20.38,14.87,45.25
4509,calculation,n,14158,14.26,0.04,0.00,8846,0.94,2062,2372,594,891,1041,1931,972,4295,16.60,18.44,4.64,7.06,8.80,15.31,7.98,35.85
4510,innovative,j,14152,14.25,0.06,0.00,10469,0.93,2321,2369,185,620,160,2758,1824,3915,18.68,18.42,1.44,4.92,1.35,21.87,14.98,32.68
4511,demographic,j,14150,14.25,0.11,0.01,7792,0.87,1903,1813,139,572,93,1080,1142,7408,15.32,14.10,1.09,4.53,0.79,8.57,9.38,61.84
4512,accommodate,v,14139,14.24,0.01,0.00,11370,0.95,1514,1740,356,862,916,2730,2411,3610,12.18,13.53,2.78,6.83,7.74,21.65,19.80,30.14
4513,jaw,n,14133,14.40,0.12,0.02,9141,0.90,823,1340,1241,782,6546,1953,896,716,6.62,10.42,9.69,6.20,55.32,15.49,7.36,5.98
4514,unfair,j,14132,14.23,0.03,0.00,10858,0.97,2455,1990,1264,2755,978,1310,2056,1324,19.76,15.47,9.87,21.84,8.27,10.39,16.89,11.05
4515,tragic,j,14131,14.23,0.05,0.01,11109,0.97,1773,1828,1490,2665,1203,1667,1896,1609,14.27,14.21,11.63,21.13,10.17,13.22,15.57,13.43
4516,comprise,v,14123,14.22,0.01,0.00,10498,0.90,1787,2615,129,233,407,1876,1017,6059,14.38,20.33,1.01,1.85,3.44,14.88,8.35,50.58
4517,faster,j,14118,14.22,0.03,0.01,11246,0.96,2125,2161,1428,848,1186,3300,1571,1499,17.10,16.80,11.15,6.72,10.02,26.17,12.90,12.51
4518,nutrition,n,14118,14.22,0.34,0.05,6784,0.90,1594,2067,270,634,207,5097,1883,2366,12.83,16.07,2.11,5.03,1.75,40.42,15.47,19.75
4519,mentor,n,14114,14.21,0.05,0.00,7930,0.92,1981,1503,659,888,711,1819,2047,4506,15.94,11.69,5.15,7.04,6.01,14.43,16.81,37.62
4520,stance,n,14103,14.20,0.01,0.00,10024,0.95,2594,2003,379,973,982,2286,1805,3079,20.88,15.57,2.96,7.71,8.30,18.13,14.83,25.70
4521,rabbit,n,14099,14.20,0.24,0.01,6927,0.95,1000,1506,2621,732,3902,1982,1250,1106,8.05,11.71,20.46,5.80,32.98,15.72,10.27,9.23
4522,pause,n,14099,14.20,0.15,0.02,8559,0.88,864,1350,492,885,7039,1578,989,902,6.95,10.50,3.84,7.02,59.49,12.51,8.12,7.53
4523,dot,n,14080,14.18,0.22,0.10,8047,0.95,2006,1924,1391,982,2480,2396,1235,1666,16.14,14.96,10.86,7.79,20.96,19.00,10.14,13.91
4524,contributor,n,14076,14.17,0.12,0.02,10433,0.93,2397,2579,116,2786,196,1923,1998,2081,19.29,20.05,0.91,22.09,1.66,15.25,16.41,17.37
4525,cooperate,v,14075,14.17,0.02,0.00,10254,0.96,1168,1417,1639,3117,816,1388,2157,2373,9.40,11.02,12.80,24.71,6.90,11.01,17.72,19.81
4526,disk,n,14075,14.17,0.05,0.01,5132,0.90,1134,2257,952,333,1385,5240,743,2031,9.13,17.55,7.43,2.64,11.71,41.56,6.10,16.95
4527,hesitate,v,14073,14.17,0.01,0.00,10525,0.89,1060,1310,903,639,7136,1229,1017,782,8.53,10.19,7.05,5.07,60.31,9.75,8.35,6.53
4528,regard,i,14070,14.17,0.00,0.00,9477,0.91,1894,2399,179,2013,279,776,650,5880,15.24,18.65,1.40,15.96,2.36,6.15,5.34,49.09
4529,offend,v,14068,14.17,0.01,0.00,9665,0.96,3368,2281,1625,1943,1744,1069,1296,742,27.11,17.74,12.69,15.40,14.74,8.48,10.65,6.19
4530,exploit,v,14067,14.17,0.02,0.00,10559,0.96,2289,2088,758,1314,511,2325,1639,3143,18.42,16.23,5.92,10.42,4.32,18.44,13.46,26.24
4531,compel,v,14061,14.16,0.01,0.00,11129,0.96,2075,2621,734,1033,1254,1925,1512,2907,16.70,20.38,5.73,8.19,10.60,15.27,12.42,24.27
4532,likelihood,n,14049,14.15,0.09,0.00,8989,0.86,1568,2864,203,1069,336,1565,918,5526,12.62,22.27,1.59,8.48,2.84,12.41,7.54,46.13
4533,sibling,n,14047,14.15,0.04,0.01,8539,0.94,1490,1889,588,1077,1498,2830,2204,2471,11.99,14.69,4.59,8.54,12.66,22.44,18.10,20.63
4534,southeast,n,14046,14.14,0.60,0.01,9482,0.94,922,1354,436,1345,612,2645,3828,2904,7.42,10.53,3.40,10.66,5.17,20.98,31.44,24.24
4535,gorgeous,j,14044,14.14,0.08,0.01,10626,0.97,1984,1611,3088,2077,2087,2021,1051,125,15.97,12.53,24.11,16.47,17.64,16.03,8.63,1.04
4536,undertake,v,14043,14.14,0.01,0.00,10376,0.91,1350,2367,181,845,549,1706,1165,5880,10.86,18.40,1.41,6.70,4.64,13.53,9.57,49.09
4537,painter,n,14037,14.14,0.14,0.01,6343,0.91,720,921,741,670,1713,4379,2123,2770,5.79,7.16,5.79,5.31,14.48,34.73,17.44,23.12
4538,residential,j,14034,14.13,0.09,0.01,7779,0.92,1401,1416,218,591,635,1644,3858,4271,11.28,11.01,1.70,4.69,5.37,13.04,31.69,35.65
4539,counterpart,n,14033,14.13,0.01,0.00,10931,0.93,1352,1663,171,904,390,2679,2061,4813,10.88,12.93,1.34,7.17,3.30,21.25,16.93,40.18
4540,believer,n,14032,14.13,0.06,0.00,8541,0.94,3441,3767,704,994,682,1842,1148,1454,27.69,29.29,5.50,7.88,5.76,14.61,9.43,12.14
4541,lamp,n,14028,14.13,0.05,0.01,7744,0.91,933,1399,1331,329,5798,2480,957,801,7.51,10.88,10.39,2.61,49.00,19.67,7.86,6.69
4542,inmate,n,14023,14.12,0.07,0.02,4665,0.92,804,1023,1070,2317,859,1871,4516,1563,6.47,7.95,8.35,18.37,7.26,14.84,37.09,13.05
4543,thoroughly,r,14022,14.12,0.03,0.00,11740,0.96,2131,2537,494,788,1609,2866,1694,1903,17.15,19.73,3.86,6.25,13.60,22.73,13.91,15.89
4544,trace,n,14018,14.12,0.10,0.01,9752,0.96,862,1240,2429,765,3529,1976,1045,2172,6.94,9.64,18.97,6.06,29.83,15.67,8.58,18.13
4545,freak,v,14012,14.11,0.06,0.02,9941,0.94,2537,1864,6041,985,1333,829,376,47,20.42,14.49,47.17,7.81,11.27,6.57,3.09,0.39
4546,filter,n,14005,14.10,0.06,0.01,5965,0.92,1888,2555,534,417,824,3819,617,3351,15.19,19.87,4.17,3.31,6.96,30.29,5.07,27.97
4547,pillow,n,14004,14.19,0.05,0.01,8850,0.91,789,989,2047,777,5770,2574,866,275,6.35,7.69,15.98,6.16,48.77,20.41,7.11,2.30
4548,orbit,n,14003,14.10,0.03,0.01,5334,0.93,1017,1888,1275,692,2445,4438,805,1443,8.18,14.68,9.96,5.49,20.66,35.20,6.61,12.05
4549,purse,n,13998,14.10,0.05,0.01,8515,0.93,1061,852,2763,890,5237,1222,1493,480,8.54,6.62,21.57,7.06,44.26,9.69,12.26,4.01
4550,likewise,r,13985,14.08,0.58,0.00,10477,0.93,2026,2834,455,326,793,1891,1041,4619,16.31,22.04,3.55,2.58,6.70,15.00,8.55,38.56
4551,cease,v,13982,14.08,0.05,0.00,10885,0.96,2016,2791,1159,717,2443,1571,1054,2231,16.22,21.70,9.05,5.68,20.65,12.46,8.66,18.62
4552,passing,j,13970,14.07,0.05,0.01,10654,0.95,2304,1836,507,680,2283,1956,3229,1175,18.54,14.28,3.96,5.39,19.29,15.51,26.52,9.81
4553,feed,n,13963,14.06,0.08,0.01,8601,0.94,3405,2480,1077,743,1344,2002,1312,1600,27.40,19.28,8.41,5.89,11.36,15.88,10.78,13.36
4554,vanish,v,13944,14.04,0.02,0.01,10221,0.93,853,1237,1327,1040,5523,1913,1194,857,6.86,9.62,10.36,8.25,46.68,15.17,9.81,7.15
4555,instructional,j,13944,14.04,0.09,0.00,4014,0.70,380,710,36,79,52,283,441,11963,3.06,5.52,0.28,0.63,0.44,2.24,3.62,99.87
4556,clause,n,13942,14.04,0.28,0.00,4891,0.85,1716,3524,367,627,255,957,1095,5401,13.81,27.40,2.87,4.97,2.16,7.59,8.99,45.09
4557,mentally,r,13939,14.04,0.05,0.00,9717,0.97,2332,2049,860,1756,1335,1806,2353,1448,18.77,15.93,6.71,13.92,11.28,14.32,19.33,12.09
4558,model,v,13935,14.03,0.07,0.01,9260,0.91,1480,1655,505,664,613,2058,1029,5931,11.91,12.87,3.94,5.26,5.18,16.32,8.45,49.51
4559,left,n,13935,14.03,0.13,0.00,9314,0.95,3284,2727,545,1409,1418,2148,948,1456,26.43,21.20,4.26,11.17,11.98,17.04,7.79,12.15
4560,pond,n,13934,14.03,0.16,0.01,7162,0.93,1132,1080,921,658,3600,3285,2036,1222,9.11,8.40,7.19,5.22,30.43,26.05,16.72,10.20
4561,neutral,j,13933,14.03,0.06,0.00,8910,0.94,1832,1964,678,910,1089,2255,1215,3990,14.74,15.27,5.29,7.21,9.20,17.88,9.98,33.31
4562,shield,n,13931,14.03,0.37,0.06,7140,0.96,1092,1474,2587,2601,2034,1741,1456,946,8.79,11.46,20.20,20.62,17.19,13.81,11.96,7.90
4563,popularity,n,13929,14.03,0.02,0.00,10934,0.95,1917,1871,312,1515,317,2610,2857,2530,15.43,14.55,2.44,12.01,2.68,20.70,23.47,21.12
4564,cartoon,n,13928,14.03,0.10,0.03,7791,0.96,1983,1686,1176,1855,1485,2062,2314,1367,15.96,13.11,9.18,14.71,12.55,16.35,19.01,11.41
4565,authorize,v,13916,14.01,0.02,0.00,8689,0.93,1319,3754,946,1459,447,1166,2269,2555,10.62,29.19,7.39,11.57,3.78,9.25,18.64,21.33
4566,combined,j,13905,14.00,0.08,0.00,10521,0.93,1616,1892,208,547,388,2244,3087,3923,13.01,14.71,1.62,4.34,3.28,17.80,25.36,32.75
4567,exhibit,n,13890,13.99,0.09,0.01,6846,0.92,1147,1232,675,1199,780,2304,4418,2135,9.23,9.58,5.27,9.51,6.59,18.27,36.29,17.82
4568,sink,n,13890,13.99,0.03,0.01,8751,0.91,1082,1324,1297,546,5864,2132,983,662,8.71,10.29,10.13,4.33,49.56,16.91,8.07,5.53
4569,graphic,n,13890,13.99,0.26,0.06,7455,0.91,1992,2035,216,2439,331,3127,2290,1460,16.03,15.82,1.69,19.34,2.80,24.80,18.81,12.19
4570,darling,n,13887,13.98,0.25,0.02,7527,0.91,515,569,7528,756,2987,621,652,259,4.14,4.42,58.78,5.99,25.24,4.93,5.36,2.16
4571,traditionally,r,13886,13.98,0.17,0.00,11498,0.93,1510,1558,194,1352,222,2381,2282,4387,12.15,12.11,1.51,10.72,1.88,18.88,18.74,36.62
4572,vendor,n,13880,13.98,0.06,0.01,7111,0.94,2776,2044,326,440,1047,2411,2722,2114,22.34,15.89,2.55,3.49,8.85,19.12,22.36,17.65
4573,poorly,r,13877,11.71,0.02,0.00,9657,0.96,2338,1983,317,786,748,1721,1444,2290,18.82,15.42,2.48,6.23,6.32,13.65,11.86,19.12
4574,conceive,v,13868,13.97,0.02,0.00,9608,0.94,1519,2736,664,695,1105,2029,1167,3953,12.22,21.27,5.18,5.51,9.34,16.09,9.59,33.00
4575,opt,v,13862,13.96,0.04,0.01,11149,0.94,2611,2096,175,766,607,3284,2678,1645,21.01,16.30,1.37,6.07,5.13,26.04,22.00,13.73
4576,descend,v,13861,13.96,0.03,0.01,10332,0.94,1107,1800,746,707,4582,2434,1315,1170,8.91,14.00,5.82,5.61,38.72,19.30,10.80,9.77
